,Date,stock,value,change
124,2/7/2007,GSPC,1450.02002,-0.117926717
125,2/8/2007,MSFT,23.469445,-0.956942101
126,2/8/2007,IBM,82.711754,-1.074080717
127,2/8/2007,SBUX,15.311257,-1.37641867
128,2/8/2007,AAPL,11.401483,-3.37665723
129,2/8/2007,GSPC,1448.310059,-0.707721384
130,2/9/2007,MSFT,23.244856,-0.138021935
131,2/9/2007,IBM,81.823363,0.030439961
132,2/9/2007,SBUX,15.10051,-0.8798577
133,2/9/2007,AAPL,11.016494,1.933464494
134,2/9/2007,GSPC,1438.060059,-0.326138256
135,2/12/2007,MSFT,23.212773,0.589459949
136,2/12/2007,IBM,81.84827,-0.294178484
137,2/12/2007,SBUX,14.967647,-0.030606013
138,2/12/2007,AAPL,11.229494,-0.21205764
139,2/12/2007,GSPC,1433.369995,0.759749056
140,2/13/2007,MSFT,23.349603,1.344361187
141,2/13/2007,IBM,81.60749,0.925828009
142,2/13/2007,SBUX,14.963066,2.08205992
143,2/13/2007,AAPL,11.205681,0.708381757
144,2/13/2007,GSPC,1444.26001,0.764407996
145,2/14/2007,MSFT,23.663506,0.204077959
146,2/14/2007,IBM,82.363035,-0.282256476
147,2/14/2007,SBUX,15.274606,-0.359924177
148,2/14/2007,AAPL,11.28506,-0.10551118
149,2/14/2007,GSPC,1455.300049,0.103759359
150,2/15/2007,MSFT,23.711798,-2.443990118
151,2/15/2007,IBM,82.13056,0.070762941
152,2/15/2007,SBUX,15.219629,-0.632157328
153,2/15/2007,AAPL,11.273153,-0.44596219
154,2/15/2007,GSPC,1456.810059,-0.087178146
155,2/16/2007,MSFT,23.132284,0.313155415
156,2/16/2007,IBM,82.188678,0.363674179
157,2/16/2007,SBUX,15.123417,-0.575584208
158,2/16/2007,AAPL,11.222879,1.261343012
159,2/16/2007,GSPC,1455.540039,0.284431544
160,2/20/2007,MSFT,23.204724,1.803675838
161,2/20/2007,IBM,82.487577,-0.26170365
162,2/20/2007,SBUX,15.036369,-1.279697246
163,2/20/2007,AAPL,11.364438,3.841676993
164,2/20/2007,GSPC,1459.680054,-0.140445092
165,2/21/2007,MSFT,23.623262,0.136285158
166,2/21/2007,IBM,82.271704,-0.595413704
167,2/21/2007,SBUX,14.843949,1.882706549
168,2/21/2007,AAPL,11.801023,0.347537667
169,2/21/2007,GSPC,1457.630005,-0.085755644
170,2/22/2007,MSFT,23.655457,-1.667234753
171,2/22/2007,IBM,81.781847,-0.781722379
172,2/22/2007,SBUX,15.123417,-0.78763946
173,2/22/2007,AAPL,11.842036,-0.491562431
174,2/22/2007,GSPC,1456.380005,-0.35636743
175,2/23/2007,MSFT,23.261065,0.588236179
176,2/23/2007,IBM,81.14254,-0.839046941
177,2/23/2007,SBUX,15.004299,-2.259545748
178,2/23/2007,AAPL,11.783825,-0.628717755
179,2/23/2007,GSPC,1451.189941,-0.125410599
180,2/26/2007,MSFT,23.397895,-4.127965358
181,2/26/2007,IBM,80.461716,-3.044065081
182,2/26/2007,SBUX,14.66527,-3.936265749
183,2/26/2007,AAPL,11.709738,-5.174564965
184,2/26/2007,GSPC,1449.369995,-3.472540219
185,2/27/2007,MSFT,22.432038,1.07642471
186,2/27/2007,IBM,78.012409,-1.085565759
187,2/27/2007,SBUX,14.088006,0.487805017
188,2/27/2007,AAPL,11.10381,0.810208388
189,2/27/2007,GSPC,1399.040039,0.556088946
190,2/28/2007,MSFT,22.673502,-0.28398789
191,2/28/2007,IBM,77.165533,-0.720900872
192,2/28/2007,SBUX,14.156728,-1.650487316
193,2/28/2007,AAPL,11.193774,2.895636449
194,2/28/2007,GSPC,1406.819946,-0.259443436
195,3/1/2007,MSFT,22.609112,-1.17479625
196,3/1/2007,IBM,76.609246,-1.484767256
197,3/1/2007,SBUX,13.923073,-1.678185556
198,3/1/2007,AAPL,11.517905,-1.895249179
199,3/1/2007,GSPC,1403.170044,-1.140275198
200,3/2/2007,MSFT,22.343501,-0.75648843
201,3/2/2007,IBM,75.471777,1.001094754
202,3/2/2007,SBUX,13.689418,-1.572952188
203,3/2/2007,AAPL,11.299612,1.065452513
204,3/2/2007,GSPC,1387.170044,-0.940767792
205,3/5/2007,MSFT,22.174475,1.016335223
206,3/5/2007,IBM,76.227321,2.167525998
207,3/5/2007,SBUX,13.47409,2.006116925
208,3/5/2007,AAPL,11.420004,2.166356509
209,3/5/2007,GSPC,1374.119995,1.549358068
210,3/6/2007,MSFT,22.399842,-0.79051004
211,3/6/2007,IBM,77.879568,0.149253524
212,3/6/2007,SBUX,13.744396,1.566667608
213,3/6/2007,AAPL,11.667402,-0.532937838
214,3/6/2007,GSPC,1395.410034,-0.246527036
215,3/7/2007,MSFT,22.222769,-1.050346156
216,3/7/2007,IBM,77.995806,-1.000640983
217,3/7/2007,SBUX,13.959725,0.75484295
218,3/7/2007,AAPL,11.605222,0.319192515
219,3/7/2007,GSPC,1391.969971,0.712662213
220,3/8/2007,MSFT,21.989353,-0.109807687
221,3/8/2007,IBM,77.215348,0.301073564
222,3/8/2007,SBUX,14.065099,-1.270364325
223,3/8/2007,AAPL,11.642265,-0.034091304
224,3/8/2007,GSPC,1401.890015,0.067762163
225,3/9/2007,MSFT,21.965207,0.549651091
226,3/9/2007,IBM,77.447823,0.889796476
227,3/9/2007,SBUX,13.886421,-0.791816696
228,3/9/2007,AAPL,11.638296,2.159835082
229,3/9/2007,GSPC,1402.839966,0.268028435
230,3/12/2007,MSFT,22.085939,-2.623909266
231,3/12/2007,IBM,78.136951,-1.487622674
232,3/12/2007,SBUX,13.776466,-2.361149804
233,3/12/2007,AAPL,11.889664,-1.635698032
234,3/12/2007,GSPC,1406.599976,-2.036828202
235,3/13/2007,MSFT,21.506424,2.544909372
236,3/13/2007,IBM,76.974568,1.132567577
237,3/13/2007,SBUX,13.451183,-0.136248239
238,3/13/2007,AAPL,11.695185,1.809949992
239,3/13/2007,GSPC,1377.949951,0.669116683
240,3/14/2007,MSFT,22.053743,-0.437952868
241,3/14/2007,IBM,77.846357,-0.330637181
242,3/14/2007,SBUX,13.432856,0.920876394
243,3/14/2007,AAPL,11.906862,-0.477774917
244,3/14/2007,GSPC,1387.170044,0.368374809
245,3/15/2007,MSFT,21.957158,0.183284194
246,3/15/2007,IBM,77.588968,-0.214014962
247,3/15/2007,SBUX,13.556556,3.345724386
248,3/15/2007,AAPL,11.849974,0.022329163
249,3/15/2007,GSPC,1392.280029,-0.382830888
250,3/16/2007,MSFT,21.997402,1.829488773
251,3/16/2007,IBM,77.422916,0.793563497
252,3/16/2007,SBUX,14.010121,1.504255388
253,3/16/2007,AAPL,11.85262,1.718944841
254,3/16/2007,GSPC,1386.949951,1.089448685
255,3/19/2007,MSFT,22.399842,0.035933289
256,3/19/2007,IBM,78.037316,0.542612204
257,3/19/2007,SBUX,14.220869,1.095355003
258,3/19/2007,AAPL,12.05636,0.384062851
259,3/19/2007,GSPC,1402.060059,0.633345337
260,3/20/2007,MSFT,22.407891,2.44253241
261,3/20/2007,IBM,78.460756,0.910053683
262,3/20/2007,SBUX,14.376638,2.836205516
263,3/20/2007,AAPL,12.102664,2.612590088
264,3/20/2007,GSPC,1410.939941,1.708088155
265,3/21/2007,MSFT,22.955211,-0.876576565
266,3/21/2007,IBM,79.174791,-0.178268863
267,3/21/2007,SBUX,14.784389,-1.952282235
268,3/21/2007,AAPL,12.418857,0.095878389
269,3/21/2007,GSPC,1435.040039,-0.034842233
270,3/22/2007,MSFT,22.753991,-0.884332775
271,3/22/2007,IBM,79.033647,-0.168089168
272,3/22/2007,SBUX,14.495756,-0.695320755
273,3/22/2007,AAPL,12.430764,-0.468281756
274,3/22/2007,GSPC,1434.540039,0.109438981
275,3/23/2007,MSFT,22.55277,0.713774849
276,3/23/2007,IBM,78.9008,-0.031567487
277,3/23/2007,SBUX,14.394964,1.686826032
278,3/23/2007,AAPL,12.372553,2.491442146
279,3/23/2007,GSPC,1436.109985,0.096790289
280,3/26/2007,MSFT,22.713746,-1.77179493
281,3/26/2007,IBM,78.875893,-0.284207242
282,3/26/2007,SBUX,14.637782,-0.719876823
283,3/26/2007,AAPL,12.680808,-0.40688259
284,3/26/2007,GSPC,1437.5,-0.618435826
285,3/27/2007,MSFT,22.311305,-0.28859809
286,3/27/2007,IBM,78.651722,-0.496148069
287,3/27/2007,SBUX,14.532408,-1.38713419
288,3/27/2007,AAPL,12.629212,-2.325584526
289,3/27/2007,GSPC,1428.609985,-0.796578851
290,3/28/2007,MSFT,22.246915,0.397974281
291,3/28/2007,IBM,78.261493,0.32887438
292,3/28/2007,SBUX,14.330824,0.159844263
293,3/28/2007,AAPL,12.335509,0.546981888
294,3/28/2007,GSPC,1417.22998,0.373972402
295,3/29/2007,MSFT,22.335452,0.432433604
296,3/29/2007,IBM,78.518875,-0.327796342
297,3/29/2007,SBUX,14.353731,0.095759075
298,3/29/2007,AAPL,12.402982,-0.89601033
299,3/29/2007,GSPC,1422.530029,-0.11739956
300,3/30/2007,MSFT,22.432038,-0.466453382
301,3/30/2007,IBM,78.261493,1.00784686
302,3/30/2007,SBUX,14.367476,-0.350771423
303,3/30/2007,AAPL,12.29185,0.796478968
304,3/30/2007,GSPC,1420.859985,0.259706378
305,4/2/2007,MSFT,22.327403,0.468639367
306,4/2/2007,IBM,79.050249,0.934775044
307,4/2/2007,SBUX,14.317079,0.76800582
308,4/2/2007,AAPL,12.389752,0.907629144
309,4/2/2007,GSPC,1424.550049,0.928010287
310,4/3/2007,MSFT,22.432038,2.260494566
311,4/3/2007,IBM,79.789191,0.114465379
312,4/3/2007,SBUX,14.427035,-0.476341812
313,4/3/2007,AAPL,12.502205,-0.243381068
314,4/3/2007,GSPC,1437.77002,0.111281706
315,4/4/2007,MSFT,22.939113,0.175433985
316,4/4/2007,IBM,79.880522,0.322208711
317,4/4/2007,SBUX,14.358313,0.191443103
318,4/4/2007,AAPL,12.471777,0.434917975
319,4/4/2007,GSPC,1439.369995,0.304995589
320,4/5/2007,MSFT,22.979356,0.070054183
321,4/5/2007,IBM,80.137904,0.103612643
322,4/5/2007,SBUX,14.385801,-0.8280248
323,4/5/2007,AAPL,12.526019,-1.087871574
324,4/5/2007,GSPC,1443.76001,0.058872319
325,4/9/2007,MSFT,22.995454,-0.595026304
326,4/9/2007,IBM,80.220937,-0.165601407
327,4/9/2007,SBUX,14.266683,0.064226562
328,4/9/2007,AAPL,12.389752,0.640682719
329,4/9/2007,GSPC,1444.609985,0.261664397
330,4/10/2007,MSFT,22.858625,-1.021124411
331,4/10/2007,IBM,80.08809,-1.347704759
332,4/10/2007,SBUX,14.275846,-1.379974259
333,4/10/2007,AAPL,12.469131,-1.76126949
334,4/10/2007,GSPC,1448.390015,-0.657282907
335,4/11/2007,MSFT,22.62521,1.529705139
336,4/11/2007,IBM,79.008739,0.535934386
337,4/11/2007,SBUX,14.078843,-0.195250419
338,4/11/2007,AAPL,12.249516,-0.432017069
339,4/11/2007,GSPC,1438.869995,0.620629663
340,4/12/2007,MSFT,22.971309,0.245266824
341,4/12/2007,IBM,79.432174,-0.773490097
342,4/12/2007,SBUX,14.051354,0.293452147
343,4/12/2007,AAPL,12.196596,-2.115196732
344,4/12/2007,GSPC,1447.800049,0.34880003
345,4/13/2007,MSFT,23.02765,0.419430554
346,4/13/2007,IBM,78.817774,1.3167601
347,4/13/2007,SBUX,14.092588,0.942779282
348,4/13/2007,AAPL,11.938614,1.318704164
349,4/13/2007,GSPC,1452.849976,1.065490605
350,4/16/2007,MSFT,23.124235,0.417687331
351,4/16/2007,IBM,79.855615,0.977336409
352,4/16/2007,SBUX,14.22545,-0.032202848
353,4/16/2007,AAPL,12.096049,-1.181228681
354,4/16/2007,GSPC,1468.329956,0.214531072
355,4/17/2007,MSFT,23.220822,-0.866554164
356,4/17/2007,IBM,80.636073,-2.388796885
357,4/17/2007,SBUX,14.220869,-0.193300423
358,4/17/2007,AAPL,11.953167,0.055340982
359,4/17/2007,GSPC,1471.47998,0.069319326
360,4/18/2007,MSFT,23.019601,0.314688339
361,4/18/2007,IBM,78.709841,-0.537977202
362,4/18/2007,SBUX,14.19338,-0.645575613
363,4/18/2007,AAPL,11.959782,-0.143806969
364,4/18/2007,GSPC,1472.5,-0.120205093
365,4/19/2007,MSFT,23.092041,1.150227474
366,4/19/2007,IBM,78.2864,0.307562999
367,4/19/2007,SBUX,14.101751,2.858992475
368,4/19/2007,AAPL,11.942583,0.775452011
369,4/19/2007,GSPC,1470.72998,0.926070467
370,4/20/2007,MSFT,23.357652,-0.827018058
371,4/20/2007,IBM,78.52718,0.666099305
372,4/20/2007,SBUX,14.504919,-0.284269081
373,4/20/2007,AAPL,12.035192,2.792128285
374,4/20/2007,GSPC,1484.349976,-0.230398629
375,4/23/2007,MSFT,23.16448,0.034747165
376,4/23/2007,IBM,79.050249,3.445015081
377,4/23/2007,SBUX,14.463686,-0.728534898
378,4/23/2007,AAPL,12.37123,-0.28874251
379,4/23/2007,GSPC,1480.930054,-0.03511442
380,4/24/2007,MSFT,23.172529,0.694684641
381,4/24/2007,IBM,81.773542,3.015536492
382,4/24/2007,SBUX,14.358313,1.595403304
383,4/24/2007,AAPL,12.335509,2.262979177
384,4/24/2007,GSPC,1480.410034,1.013908961
385,4/25/2007,MSFT,23.333505,0.379441494
386,4/25/2007,IBM,84.239453,-0.551939719
387,4/25/2007,SBUX,14.587386,-0.062814544
388,4/25/2007,AAPL,12.614659,3.660201992
389,4/25/2007,GSPC,1495.420044,-0.078241829
390,4/26/2007,MSFT,23.422042,3.505155528
391,4/26/2007,IBM,83.774502,0.26758858
392,4/26/2007,SBUX,14.578223,-1.005657548
393,4/26/2007,AAPL,13.076381,1.092672353
394,4/26/2007,GSPC,1494.25,-0.012049791
395,4/27/2007,MSFT,24.243021,-0.597611164
396,4/27/2007,IBM,83.998673,1.027973382
397,4/27/2007,SBUX,14.431616,-1.523807174
398,4/27/2007,AAPL,13.219263,-0.120097467
399,4/27/2007,GSPC,1494.069946,-0.783092588
400,4/30/2007,MSFT,24.098142,1.536404757
401,4/30/2007,IBM,84.862157,0.939241976
402,4/30/2007,SBUX,14.211706,-0.032241027
403,4/30/2007,AAPL,13.203387,-0.330657581
404,4/30/2007,GSPC,1482.369995,0.26511964
405,5/1/2007,MSFT,24.468387,0.69079339
406,5/1/2007,IBM,85.659218,-0.920806912
407,5/1/2007,SBUX,14.207124,0.773942706
408,5/1/2007,AAPL,13.159729,0.924905065
409,5/1/2007,GSPC,1486.300049,0.647244478
410,5/2/2007,MSFT,24.637413,1.176081271
411,5/2/2007,IBM,84.870462,0.567404711
412,5/2/2007,SBUX,14.317079,1.18400548
413,5/2/2007,AAPL,13.281444,0.009961266
414,5/2/2007,GSPC,1495.920044,0.432507809
415,5/3/2007,MSFT,24.927169,-1.323860724
416,5/3/2007,IBM,85.352021,0.155638963
417,5/3/2007,SBUX,14.486594,-2.9095521
418,5/3/2007,AAPL,13.282767,0.408356181
419,5/3/2007,GSPC,1502.390015,0.214989448
420,5/4/2007,MSFT,24.597168,0.490836994
421,5/4/2007,IBM,85.484862,0.194254276
422,5/4/2007,SBUX,14.065099,-1.140063074
423,5/4/2007,AAPL,13.337008,3.085017269
424,5/4/2007,GSPC,1505.619995,0.256371795
425,5/7/2007,MSFT,24.7179,0.130253784
426,5/7/2007,IBM,85.65092,0.515760952
427,5/7/2007,SBUX,13.904748,-0.560132409
428,5/7/2007,AAPL,13.748457,1.09699583
429,5/7/2007,GSPC,1509.47998,-0.116597042
430,5/8/2007,MSFT,24.750096,0.097563258
431,5/8/2007,IBM,86.092674,1.055277944
432,5/8/2007,SBUX,13.826863,-0.463879623
433,5/8/2007,AAPL,13.899277,1.7323491
434,5/8/2007,GSPC,1507.719971,0.32234003
435,5/9/2007,MSFT,24.774243,-0.649775656
436,5/9/2007,IBM,87.001191,0.287414456
437,5/9/2007,SBUX,13.762723,-1.664452594
438,5/9/2007,AAPL,14.140061,0.430387111
439,5/9/2007,GSPC,1512.579956,-1.39562771
440,5/10/2007,MSFT,24.613266,1.01372975
441,5/10/2007,IBM,87.251245,1.241882566
442,5/10/2007,SBUX,13.533649,0.236964916
443,5/10/2007,AAPL,14.200918,1.304260753
444,5/10/2007,GSPC,1491.469971,0.964149817
445,5/11/2007,MSFT,24.862778,0.258985541
446,5/11/2007,IBM,88.334803,-0.386869035
447,5/11/2007,SBUX,13.565719,-2.397838257
448,5/11/2007,AAPL,14.386135,0.57017399
449,5/11/2007,GSPC,1505.849976,-0.179297542
450,5/14/2007,MSFT,24.927169,0.097183118
451,5/14/2007,IBM,87.993063,-0.70095412
452,5/14/2007,SBUX,13.240435,-1.764707882
453,5/14/2007,AAPL,14.468161,-1.682522057
454,5/14/2007,GSPC,1503.150024,-0.130398361
455,5/15/2007,MSFT,24.951394,0.550161646
456,5/15/2007,IBM,87.376272,0.992082839
457,5/15/2007,SBUX,13.00678,-0.669243272
458,5/15/2007,AAPL,14.224731,-0.167405626
459,5/15/2007,GSPC,1501.189941,0.862653928
460,5/16/2007,MSFT,25.088667,-0.289668638
461,5/16/2007,IBM,88.243117,-0.528955703
462,5/16/2007,SBUX,12.919733,0.957442387
463,5/16/2007,AAPL,14.200918,1.956401692
464,5/16/2007,GSPC,1514.140015,-0.091802276
465,5/17/2007,MSFT,25.015993,-0.484182259
466,5/17/2007,IBM,87.77635,2.544868863
467,5/17/2007,SBUX,13.043432,1.685990313
468,5/17/2007,AAPL,14.478745,0.529969966
469,5/17/2007,GSPC,1512.75,0.661047761
470,5/18/2007,MSFT,24.89487,0.713588784
471,5/18/2007,IBM,90.010143,-0.879708635
472,5/18/2007,SBUX,13.263343,1.139893615
473,5/18/2007,AAPL,14.555478,1.781494225
474,5/18/2007,GSPC,1522.75,0.154324479
475,5/21/2007,MSFT,25.072517,-1.159412914
476,5/21/2007,IBM,89.218316,-0.317642176
477,5/21/2007,SBUX,13.414531,-0.922134363
478,5/21/2007,AAPL,14.814783,1.393101742
479,5/21/2007,GSPC,1525.099976,-0.064256837
480,5/22/2007,MSFT,24.781823,-0.35842803
481,5/22/2007,IBM,88.934921,-1.049667543
482,5/22/2007,SBUX,13.290831,-0.413653593
483,5/22/2007,AAPL,15.021168,-0.572492099
484,5/22/2007,GSPC,1524.119995,-0.120723172
485,5/23/2007,MSFT,24.692998,-1.340744449
486,5/23/2007,IBM,88.0014,-1.543857257
487,5/23/2007,SBUX,13.235853,-2.007615225
488,5/23/2007,AAPL,14.935173,-1.948795638
489,5/23/2007,GSPC,1522.280029,-0.970256373
490,5/24/2007,MSFT,24.361928,1.027508989
491,5/24/2007,IBM,86.642784,1.183264148
492,5/24/2007,SBUX,12.970128,1.059704268
493,5/24/2007,AAPL,14.644117,2.647035666
494,5/24/2007,GSPC,1507.51001,0.545268021
495,5/25/2007,MSFT,24.612249,1.017066746
496,5/25/2007,IBM,87.667997,0.694051445
497,5/25/2007,SBUX,13.107573,-0.139812305
498,5/25/2007,AAPL,15.031752,0.642493304
499,5/25/2007,GSPC,1515.72998,0.157020382
500,5/29/2007,MSFT,24.862572,1.039297141
501,5/29/2007,IBM,88.276458,0.963078967
502,5/29/2007,SBUX,13.089247,0.455022355
503,5/29/2007,AAPL,15.12833,3.865324196
504,5/29/2007,GSPC,1518.109985,0.798360799
505,5/30/2007,MSFT,25.120968,-1.350047498
506,5/30/2007,IBM,89.12663,-0.308614833
507,5/30/2007,SBUX,13.148806,0.383274344
508,5/30/2007,AAPL,15.713089,2.037549714
509,5/30/2007,GSPC,1530.22998,0.025487345
510,5/31/2007,MSFT,24.781823,-0.325843664
511,5/31/2007,IBM,88.851572,-0.056282628
512,5/31/2007,SBUX,13.199202,1.110718663
513,5/31/2007,AAPL,16.033251,-2.302165668
514,5/31/2007,GSPC,1530.619995,0.37370288
515,6/1/2007,MSFT,24.701073,0.424973441
516,6/1/2007,IBM,88.801564,-0.290968974
517,6/1/2007,SBUX,13.345808,-1.029858964
518,6/1/2007,AAPL,15.664139,2.474658837
519,6/1/2007,GSPC,1536.339966,0.184860647
520,6/4/2007,MSFT,24.806046,-0.455727608
521,6/4/2007,IBM,88.543179,-0.36713387
522,6/4/2007,SBUX,13.208365,-0.832464881
523,6/4/2007,AAPL,16.051773,1.104432513
524,6/4/2007,GSPC,1539.180054,-0.534706968
525,6/5/2007,MSFT,24.692998,-0.948329563
526,6/5/2007,IBM,88.218107,-3.240733787
527,6/5/2007,SBUX,13.09841,-1.539003589
528,6/5/2007,AAPL,16.229054,0.79073617
529,6/5/2007,GSPC,1530.949951,-0.88637424
530,6/6/2007,MSFT,24.458827,-2.211949903
531,6/6/2007,IBM,85.359193,-0.595646447
532,6/6/2007,SBUX,12.896825,-2.52220217
533,6/6/2007,AAPL,16.357383,0.347781794
534,6/6/2007,GSPC,1517.380005,-1.756978075
535,6/7/2007,MSFT,23.91781,1.45171736
536,6/7/2007,IBM,84.850754,1.247541065
537,6/7/2007,SBUX,12.571541,0.838194777
538,6/7/2007,AAPL,16.414271,0.338522497
539,6/7/2007,GSPC,1490.719971,1.137039372
540,6/8/2007,MSFT,24.265029,-0.099830913
541,6/8/2007,IBM,85.909302,0.145533716
542,6/8/2007,SBUX,12.676915,-0.469822508
543,6/8/2007,AAPL,16.469837,-3.454096115
544,6/8/2007,GSPC,1507.670044,0.09617164
545,6/11/2007,MSFT,24.240805,-0.56628895
546,6/11/2007,IBM,86.034329,-0.852552706
547,6/11/2007,SBUX,12.617356,0.726213955
